Phantom,Source Organ ID,Source Organ Name,Source Type,Source Energy (MeV),Target Organ ID,Target Organ Name,Target Organ Mass (g),Dose (Gy/source),SAF (kg^-1),Relative Error,Statistical Uncertainty (%)
Adult Female,9500,Liver,photon,10.0,7900,Transverse colon contents_right,59.994993131216,1.0378455190000001e-14,0.00647772222472694,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,8000,Transverse colon wall_left_0~280 um,2.1959658223692,2.603191787e-15,0.0016247845161122226,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,8001,Transverse colon wall_left_280~300 um,0.1599963309644,6.358852272e-15,0.003968883415884343,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,8002,Transverse colon wall_left_300 um~surface,66.42798484032481,6.946290423e-16,0.00043355334708994385,0.7069439579,70.69439579
Adult Female,9500,Liver,photon,10.0,8100,Transverse colon contents_left,30.005001295672,1.238331974e-14,0.007729060252915909,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,8200,Descending colon wall_0~280 um,3.0207753271107998,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8201,Descending colon wall_280~300 um,0.2195368712684,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8202,Descending colon wall_300 um~surface,109.32041137608641,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8300,Descending colon contents,50.002994629432,3.562889142e-15,0.0022237804911090717,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,8400,Sigmoid colon wall_0~280 um,4.2220465582652,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8401,Sigmoid colon wall_280~300 um,0.3059269267068,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8402,Sigmoid colon wall_300 um~surface,51.7608591294284,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8500,Sigmoid colon contents,79.992996606536,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8600,Rectum wall,31.267694633336,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,8700,Heart wall,290.88996946725456,1.3300410810000001e-14,0.008301463476467102,0.4277140385,42.77140385
Adult Female,9500,Liver,photon,10.0,8800,Blood in heart chamber,370.00000596739204,5.356921766e-15,0.003343527581366537,0.5401171178,54.011711780000006
Adult Female,9500,Liver,photon,10.0,8900,Kidney_left_cortex,149.0910820069412,4.150112195e-15,0.002590296292512277,0.9945359611,99.45359610999999
Adult Female,9500,Liver,photon,10.0,9000,Kidney_left_medulla,37.441176328550405,3.174183791e-15,0.001981169693553276,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,9100,Kidney_left_pelvis,7.4942480159572,5.26255677e-16,0.0003284629583481992,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,9200,Kidney_right_cortex,125.14670252809601,3.2563975650000004e-14,0.02032483495199943,0.4458514302,44.585143020000004
Adult Female,9500,Liver,photon,10.0,9300,Kidney_right_medulla,31.4397776576588,3.102122998e-15,0.0019361928842110425,0.9828113489,98.28113489
Adult Female,9500,Liver,photon,10.0,9400,Kidney_right_pelvis,6.2919599562976005,1.249712613e-17,7.80009261450757e-06,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,9500,Liver,1810.000002004968,5.430943821e-14,0.03389728514165811,0.1035567572,10.35567572
Adult Female,9500,Liver,photon,10.0,9700,Lung (AI)_left,427.2556349688367,5.856300228e-15,0.003655215101582863,0.4424327143,44.24327143
Adult Female,9500,Liver,photon,10.0,9900,Lung (AI)_right,522.5177096318249,1.0848507e-14,0.0067711054884851095,0.3413305433,34.13305433
Adult Female,9500,Liver,photon,10.0,10000,Lymphatic nodes_ET,12.6954704544888,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,10100,Lymphatic nodes_thoracic,12.695442566546399,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,10200,Lymphatic nodes_head,4.38569318382,1.7917860570000003e-14,0.01118344893425777,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,10300,Lymphatic nodes_trunk,103.6409331666528,3.226444276e-15,0.0020137881226895984,0.7796134883,77.96134883
Adult Female,9500,Liver,photon,10.0,10400,Lymphatic nodes_arms,8.7714564802752,3.013329771e-15,0.001880772511003927,0.9994998749,99.94998749
Adult Female,9500,Liver,photon,10.0,10500,Lymphatic nodes_legs,8.7713957757648,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,10600,Muscle_head,445.02190926816,3.786331475e-16,0.00023632422260128901,0.670548298,67.05482980000001
Adult Female,9500,Liver,photon,10.0,10700,Muscle_trunk,8324.818900383196,3.6398581530000004e-15,0.002271820769169949,0.1408813888,14.08813888
Adult Female,9500,Liver,photon,10.0,10800,Muscle_arms,1479.849488735625,1.649916356e-15,0.0010297967908075233,0.5563449436,55.63449436
Adult Female,9500,Liver,photon,10.0,10900,Muscle_legs,7676.7480018936,2.0550202209999998e-16,0.0001282642735757186,0.810981791,81.0981791
Adult Female,9500,Liver,photon,10.0,11000,Oesophagus wall_0~190 um,1.8710181531188,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,11001,Oesophagus wall_190~200 um,0.1006174687168,0.0,0.0,0.0,0.0
Adult Female,9500,Liver,photon,10.0,11002,Oesophagus wall_200 um~surface,41.2465862211788,1.909620294e-15,0.0011918912393775428,0.7773441837,77.73441837
