Phantom,Source Organ,Source Type,Source Energy (MeV),Number of Particles,Organ ID,Marrow mass (kg),Endosteum mass (kg),Total fluence (photons/m2/source),Marrow excluded fluence (photons/m2/source),Endosteum excluded fluence (photons/m2/source),Marrow dose (Gy/source),Marrow Relative Error,Marrow Statistical Uncertainty (%),Endosteum dose (Gy/source),Endosteum Relative Error,Endosteum Statistical Uncertainty (%),Marrow mass fraction,Endosteum mass fraction,Total Active Marrow Mass (kg),Total Endosteum Mass (kg),RBM Dose (Gy/source),RBM Relative Error,RBM Statistical Uncertainty (%),RBM SAF (kg^-1),RBM SAF Uncertainty (kg^-1),Endosteum Dose (Gy/source),Endosteum SAF (kg^-1),Endosteum SAF Uncertainty (kg^-1)
ICRP 145 Adult Male,Liver,photon,1.0,1000,3200,,0.04783,0.0,,0.0,,,,0.0,,,,0.08785819250551065,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,3300,,0.00067,0.0,,0.0,,,,0.0,,,,0.001230712711241734,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,3500,,0.08738,0.0,,0.0,,,,0.0,,,,0.16050698016164586,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,3600,,0.005019999999999999,0.0,,0.0,,,,0.0,,,,0.009221160911094782,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,3800,,0.0422,0.0,,0.0,,,,0.0,,,,0.0775165319617928,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,4000,0.0094,0.002,2.103378425768e-05,0.0,0.0,1.1917790131914353e-17,0.8729196680541977,87.29196680541978,1.387374369358841e-17,,,0.00803281490343531,0.0036737692872887582,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,4200,0.2052,0.0517,7.1971379491498e-05,0.0,0.0,1.5624191279911855e-16,0.2702503447865386,27.025034478653858,1.5873329461783946e-16,,,0.17535464023243888,0.0949669360764144,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,4400,0.18880000000000002,0.0298,0.0007784816877909621,0.0,0.0,2.1243072322213575e-15,0.060072592671854004,6.0072592671854,2.14448022777025e-15,,,0.16133994189027517,0.0547391623806025,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,4600,0.032799999999999996,0.009800000000000001,0.00017806344187281,0.0,0.0,3.7431872252456816e-16,0.2153471531571013,21.53471531571013,3.85025702581231e-16,,,0.028029396684327457,0.018001469507714918,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,4800,0.0456,0.0115,0.00015574786766886,0.0,0.0,1.6829213143152565e-16,0.3348738825239779,33.487388252397785,1.7640720399190028e-16,,,0.03896769782943087,0.02112417340191036,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,5000,0.18880000000000002,0.0269,0.0009147803580749362,0.0,0.0,2.2974418128250113e-15,0.12348153490906545,12.348153490906546,2.338386728673555e-15,,,0.16133994189027517,0.0494121969140338,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,5200,0.1439,0.023399999999999997,0.00055715831787016,0.0,0.0,1.3333483049588684e-15,0.19740705836551004,19.740705836551005,1.3479010775398825e-15,,,0.12297043240471713,0.042983100661278466,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,5400,0.1159,0.0206,0.0001490131452536,0.0,0.0,4.1422293826961015e-16,0.45481676575004754,45.481676575004755,4.1545971997246304e-16,,,0.09904289864980344,0.03783982365907421,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,1.0,1000,5600,0.0363,0.0055,0.0005378463119866,0.0,0.0,1.7260984258839238e-15,0.2793169753533344,27.931697535333438,1.735524819081884e-15,,,0.031020338403691672,0.010102865540044085,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,1400,0.0269,0.00941,0.0002407519889718,0.0,0.0,1.772024251143381e-15,0.5264410280703852,52.644102807038514,1.777645546607775e-15,0.0678982964745411,6.78982964745411,0.022987523500256363,0.01728508449669361,1.1702000000000001,0.5444,6.040156636200915e-15,0.06633172830431078,6.633172830431078,0.0037699692456014755,0.00025006857571484455,2.459731897928124e-15,0.0015352438961659938,0.00010424044522260823
ICRP 145 Adult Male,Liver,photon,10.0,1000,1500,,0.00019,0.0002309913605736,,0.0,,,,4.987374585855259e-15,,,,0.0003490080822924321,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,1700,,0.01125,0.0002609375481337,,0.0,,,,6.573252462783592e-15,,,,0.020664952240999266,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,1800,,0.00025,0.0003117597295604,,0.0,,,,4.47883103897969e-15,,,,0.0004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,2000,,0.016309999999999998,4.96914812068e-05,,0.0,,,,4.414952382885384e-16,,,,0.02995958853783982,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,2100,,8.999999999999999e-05,9.92832133738e-05,,0.0,,,,1.2884316491745354e-15,,,,0.0001653196179279941,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,2300,,0.0125,6.367153964173999e-05,,0.0,,,,1.2872446931057084e-15,,,,0.02296105804555474,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,2500,0.009300000000000001,0.0025,0.00027449653626519994,0.0,0.0,4.433686097671858e-15,0.4791775831273943,47.91775831273943,4.43867183496068e-15,,,0.00794735942573919,0.004592211609110948,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,2700,0.0889,0.0834,3.9305479660156e-05,0.0,0.0,6.143169375005428e-16,0.4505488065539809,45.05488065539809,6.146455837643355e-16,,,0.07596991967185096,0.15319617927994122,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,2900,0.07840000000000001,0.043340000000000004,1.867826319997e-05,0.0,0.0,2.7513485159998486e-16,0.8893560610280775,88.93560610280775,2.7513485159998486e-16,,,0.06699709451375833,0.0796105804555474,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,3000,,0.00086,0.0,,0.0,,,,0.0,,,,0.001579720793534166,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,3200,,0.04783,3.2991429712699996e-05,,0.0,,,,4.737473182962518e-16,,,,0.08785819250551065,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,3300,,0.00067,0.0,,0.0,,,,0.0,,,,0.001230712711241734,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,3500,,0.08738,1.293536914016e-05,,0.0,,,,1.3537974835326665e-16,,,,0.16050698016164586,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,3600,,0.005019999999999999,0.0,,0.0,,,,0.0,,,,0.009221160911094782,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,3800,,0.0422,0.0,,0.0,,,,0.0,,,,0.0775165319617928,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,4000,0.0094,0.002,3.881195945983999e-05,0.0,0.0,6.164263236700757e-16,0.6755756699987072,67.55756699987072,6.164263236700757e-16,,,0.00803281490343531,0.0036737692872887582,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,4200,0.2052,0.0517,9.4077063727353e-05,0.0,0.0,1.5533741795095238e-15,0.318884346956078,31.8884346956078,1.5542172444979618e-15,,,0.17535464023243888,0.0949669360764144,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,4400,0.18880000000000002,0.0298,0.0006362705116331566,0.0,0.0,1.1288847382270934e-14,0.060366106541233484,6.036610654123349,1.1298353549135094e-14,,,0.16133994189027517,0.0547391623806025,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,4600,0.032799999999999996,0.009800000000000001,0.00030062444610181905,0.0,0.0,2.217544145144402e-15,0.2450552810482315,24.50552810482315,2.232743468033221e-15,,,0.028029396684327457,0.018001469507714918,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,4800,0.0456,0.0115,0.00016678280749319002,0.0,0.0,3.1257279985474033e-15,0.451215706717878,45.1215706717878,3.127545607951247e-15,,,0.03896769782943087,0.02112417340191036,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,5000,0.18880000000000002,0.0269,0.000771533570255979,0.0,0.0,1.2161296931036554e-14,0.1313903000205514,13.13903000205514,1.2171273695080597e-14,,,0.16133994189027517,0.0494121969140338,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,5200,0.1439,0.023399999999999997,0.00051035139864079,0.0,0.0,8.834400589500321e-15,0.21319449737249307,21.319449737249307,8.83523253544994e-15,,,0.12297043240471713,0.042983100661278466,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,5400,0.1159,0.0206,0.00013469757843838,0.0,0.0,1.0323100513750662e-15,0.5394845269778967,53.948452697789676,1.0338769485980022e-15,,,0.09904289864980344,0.03783982365907421,,,,,,,,,,
ICRP 145 Adult Male,Liver,photon,10.0,1000,5600,0.0363,0.0055,0.0007560328757692399,0.0,0.0,1.5013486352636262e-14,0.24504894668317045,24.504894668317046,1.5014793630342874e-14,,,0.031020338403691672,0.010102865540044085,,,,,,,,,,
